"summerhit","song","lodness","tempo",""
"0","Can't Stop the Feeling!","-5.715","113.03",""
"0","Can't Stop the Feeling!","-5.715","113.03",""
"0","Gorrión","-7.294","118.912",""
"1","Como un burro amarrado en la puerta del baile","-4.719","82.655",""
"0","Everybody (Backstreet's Back)","-5.75","75.306",""
"0","Hi-Lili, Hi-Lo","-13.293","172.711",""
"0","Es por ti","-6.061","129.963",""
"0","Es por ti","-6.061","129.963",""
"0","Salamandra","-6.886","127.998",""
"0","Going Under","-5.504","127.959",""
"0","Radio Ga Ga","-7.719","112.344",""
"0","Dancing in the Street","-5.64","148.723",""
"0","El hombre lobo","-2.688","112.508",""
"0","Karma Chameleon","-7.182","92.049",""
"0","Karma Chameleon","-7.182","92.049",""
"0","A New Day Has Come","-9.869","119.483",""
"0","Swalla","-3.862","98.064",""
"0","Always on my Mind","-10.61","124.874",""
"0","Baila Casanova","-5.665","118.854",""
"0","Mi enfermedad","-8.09","148.016",""
"0","You Don't Know Me","-6.054","124.007",""
"0","Mania","-5.262","115.141",""
"0","Tú y yo","-6.472","115.064",""
"0","Tú y yo","-6.472","115.064",""
"1","Black is Black","-5.874","164.791",""
"0","Terciopelo y fuego","-2.056","115.008",""
"0","Thinking Out Loud","-6.061","78.998",""
"0","Gonna Make You Sweat (Everybody Dance Now)","-7.405","112.187",""
"0","Contra el viento","-1.579","156.053",""
"0","A Wither Shade Of Pale","-6.036","148.06",""
"0","Just Dance","-4.541","118.992",""
"0","Like a Prayer","-5.285","111.037",""
"0","Like a Prayer","-5.285","111.037",""
"0","Like a Prayer","-5.285","111.037",""
"0","Juegos de amor","-5.465","173.889",""
"0","Juegos de amor","-5.465","173.889",""
"0","Rockabye","-4.068","101.965",""
"0","The Girl is Mine","-6.673","81.477",""
"0","New Rules","-6.258","116.054",""
"0","Esperanzas","-5.743","105.04",""
"0","We Don't Talk Anymore","-8.053","100.017",""
"1","Cheerleader","-4.323","100",""
"0","Santa Lucía","-6.16","99.104",""
"0","El cóndor pasa","-17.699","147.795",""
"0","Balla... balla!","-8.918","143.996",""
"0","Balla... balla!","-8.918","143.996",""
"0","Strangers in the Night","-8.239","93.309",""
"0","Devil Gate Drive","-6.089","135.541",""
"0","Cuidado con Paloma","-3.423","89.986",""
"0","La vida todavía","-8.824","95.05",""
"0","Rockollection","-9.712","86.935",""
"1","Aquí no hay playa","-8.141","168.139",""
"1","Aquí no hay playa","-8.141","168.139",""
"0","Aquí no hay playa","-8.141","168.139",""
"0","Se fue","-10.009","165.866",""
"0","Cuídate","-4.627","141.007",""
"0","Something Just Like This","-6.695","102.996",""
"0","Getsemaní","-10.249","82.976",""
"0","Elixir de juventud","-2.999","125.149",""
"0","Forever and Ever","-13.509","117.438",""
"0","Lady Marmalade","-2.838","109.962",""
"0","Entre dos tierras","-9.444","166.095",""
"1","La gozadera","-1.698","95.036",""
"0","Scream & Shout","-7.443","130.009",""
"0","Lay Your Hands on Me","-3.814","100.446",""
"0","Child","-6.298","76.552",""
"0","Te quiero, te quiero","-3.983","94.003",""
"0","Querer y perder","-3.983","94.003",""
"0","48 Crash","-8.602","137.979",""
"0","When Love Takes Over","-4.614","129.965",""
"0","Canned Heat","-6.711","126.964",""
"0","Las flechas del amor","-6.954","107.511",""
"0","Volverte a ver","-6.196","92.039",""
"0","Coming Out of the Dark","-11.932","131.865",""
"0","Let Me Out","-4.001","130.001",""
"0","Let Me Out","-4.001","130.001",""
"0","Disturbia","-4.515","124.921",""
"0","Imitation of Life","-4.187","124.229",""
"0","Sámbame","-5.498","100.014",""
"0","Ellas","-5.394","92.143",""
"0","Antes que ver el sol","-7.496","134.04",""
"0","Heaven for Everyone","-9.775","110.208",""
"0","Me cuesta tanto olvidarte","-10.552","99.644",""
"0","Nada va a cambiar el mundo","-11.863","94.966",""
"0","Si...","-9.084","131.959",""
"0","Dime","-9.084","131.959",""
"0","The power","-4.092","172.917",""
"0","Cuando me vaya","-2.804","143.858",""
"0","Volveré","-6.547","134.96",""
"0","Flor venenosa","-3.239","110.193",""
"0","La cosa más bella","-4.057","92.213",""
"0","Human","-4.097","75.09",""
"0","Human","-4.097","75.09",""
"0","Human","-4.097","75.09",""
"0","Quiero aprender de ti","-6.731","153.98",""
"0","Alive & Kicking","-11.337","103.105",""
"0","Sugar, Sugar","-5.098","123.063",""
"0","Let's Dance","-9.414","115.043",""
"1","Let's Dance","-9.414","115.043",""
"0","Shandi","-6.472","109.967",""
"1","El baile de los pajaritos","-7.853","173.315",""
"0","Que no lastimen tu corazón","-7.853","173.315",""
"0","Anna","-8.388","114.095",""
"0","Rita","-4.595","112.97",""
"0","Inolvidable","-6.145","110.008",""
"0","Wiggle","-6.886","81.946",""
"0","Suelta las riendas de mi corazón","-4.958","150.024",""
"0","TRUE","-5.697","124.08",""
"0","TRUE","-5.697","124.08",""
"0","Wake Me Up!","-5.697","124.08",""
"0","Memorias","-3.028","174.993",""
"0","Ya está bien","-6.132","155.152",""
"0","Train","-5.18","99.998",""
"0","La bomba","-5.18","99.998",""
"0","19-2000","-7.311","89.916",""
"0","A Little Less Conversation","-9.386","114.997",""
"0","Sing, Sing, Barbara","-5.925","103.405",""
"0","Problem","-5.352","103.009",""
"0","Complicated","-3.306","90.004",""
"0","Spinning the Wheel","-5.804","205.883",""
"0","Exhale (Shoop Shoop)","-7.903","137.952",""
"0","Canciones lejanas","-7.604","123.996",""
"0","Am I Wrong","-5.465","119.939",""
"0","Me, Myself and I","-6.524","111.996",""
"0","Entre tú y mil mares","-4.159","110.99",""
"0","Paloma blanca","-9.052","184.837",""
"0","Boys Will Be Boys","-4.784","132.982",""
"0","Don't Stand So Close to Me","-10.754","107.007",""
"0","En algún lugar","-6.685","74.214",""
"0","Give a Little Bit","-3.593","173.997",""
"0","Sólo tú","-3.593","173.997",""
"0","20 de enero","-4.047","145.029",""
"0","I Really Like You","-4.685","122.042",""
"0","Chantaje","-3.372","101.997",""
"0","Baby Don't Forget my Number","-12.877","100.302",""
"0","Let Me Show You (the Way)","-7.703","96.963",""
"0","Cold Water","-5.092","92.943",""
"0","Martika's Kitchen","-13.692","91.364",""
"1","América, América","-17.18","123.179",""
"0","All You Need Is Love","-7.768","103.436",""
"0","Happy Birthday","-7.842","75.996",""
"0","Rayando el sol","-3.275","112.677",""
"0","Caminando por la vida","-3.778","108.054",""
"0","High","-4.505","107.891",""
"0","Júrame","-6.573","106.802",""
"0","Lady","-7.094","101.719",""
"0","Dentro de ti","-5.206","101.018",""
"0","Killing Me Softly","-4.778","89.091",""
"0","Europa (Earth's cry Heaven's smile)","-5.364","74.692",""
"0","Cada loco con su tema","-3.923","147.74",""
"0","Palabras de fuego","-9.996","142.13",""
"0","Ni tú ni nadie","-10.564","137.813",""
"0","24K Magic","-4.282","106.97",""
"0","Yellow River","-11.436","129.851",""
"1","I Want it That Way","-8.191","114.992",""
"0","Stole the Show","-6.069","99.879",""
"0","Borró cassette","-5.885","175.95",""
"0","Bette Davis Eyes","-7.573","154.669",""
"0","We Kill the World (Don't Kill the World)","-7.573","154.669",""
"0","De amor ya no se muere","-5.73","147.938",""
"0","Desde cuándo","-4.209","144.075",""
"0","Bad Day","-4.013","140.046",""
"0","Devuélveme mi libertad","-5.087","139.97",""
"0","Together Forever","-11.876","115.115",""
"0","No me llames iluso","-6.372","103.99",""
"0","No importa que llueva","-4.747","103.053",""
"0","Rapture","-5.04","158.029",""
"0","Lemon Tree","-3.963","135.68",""
"0","Titanium","-3.657","126.06",""
"0","Tonight (I'm Lovin' You)","-4.579","125.948",""
"0","Tonight (I'm Lovin' You)","-4.579","125.948",""
"0","Adiós","-3.078","106.083",""
"0","Until It Sleeps","-6.648","100.991",""
"0","Thank You","-6.648","100.991",""
"0","Entre el mar y una estrella","-8.146","88.001",""
"0","¿Quién te cantará?","-6.213","168.514",""
"0","Rayos de sol","-4.233","128.013",""
"0","The Only Thing that Looks Good on Me Is You","-4.434","113.394",""
"0","Adventure of a Lifetime","-3.887","111.995",""
"0","Ho Hey","-9.105","79.991",""
"0","Shake it Off","-5.414","160.02",""
"0","Cadillac solitario","-4.147","129.743",""
"0","With or Without You","-11.874","110.162",""
"1","Livin' la vida loca","-5.83","99.039",""
"0","No me crees","-4.539","183.524",""
"0","Problema","-4.941","177.974",""
"0","Si tú eres mi hombre y yo tu mujer","-17.405","141.69",""
"0","Si tú eres mi hombre y yo tu mujer","-17.405","141.69",""
"0","Por quererte","-3.764","139.959",""
"1","Dime que me quieres","-7.925","128.947",""
"0","Qué será","-7.925","128.947",""
"0","Can't Stop the Music","-6.853","112.236",""
"0","Echar a volar","-4.446","109.955",""
"0","Try","-5.777","91.673",""
"0","Chained to the Rhythm","-5.363","189.798",""
"0","Don't Cry","-9.059","140.047",""
"0","Sleeping in my Car","-3.806","135.232",""
"0","Crash! Boom! Bang!","-3.806","135.232",""
"0","Las Leandras","-9.213","133.636",""
"0","Elastic Heart","-4.998","130.075",""
"0","I Love It","-2.663","125.927",""
"0","Nena","-4.837","118.969",""
"0","Yo quiero bailar","-6.11","117.966",""
"0","Bleeding Love","-5.886","104.036",""
"0","La casa de los sueños","-6.65","77.819",""
"0","Y quisiera","-5.096","146.008",""
"0","Dark Horse","-6.131","131.899",""
"0","Dark Horse","-6.131","131.899",""
"0","Lead The Way","-5.988","128.004",""
"0","Por las noches","-10.067","112.059",""
"0","Siete vidas","-11.494","135.826",""
"1","Sobreviviré","-7.039","132.082",""
"1","Sobreviviré","-7.039","132.082",""
"0","Bajo la luz de la luna","-12.392","105.992",""
"0","Englishman in New York","-12.802","102.014",""
"0","One of Us","-7.917","87.541",""
"0","Rasputin","-6.884","110.048",""
"0","Llegará","-8.26","168.037",""
"0","Devuélveme el aire","-4.549","150.06",""
"0","Batdance","-9.894","135.406",""
"0","Batdance","-9.894","135.406",""
"0","Batdance","-9.894","135.406",""
"0","The Mouth Organ Boy","-5.445","135.044",""
"0","Sick Of Love","-5.382","127.998",""
"0","No More I Love You's","-7.305","179.907",""
"0","Sueño su boca","-6.119","107.264",""
"0","No nos podrán parar","-6.024","101.989",""
"1","Dolce Vita","-5.957","96.021",""
"0","Right between the Eyes","-11.083","93.265",""
"0","Mr. Saxobeat","-4.165","127.004",""
"0","A contratiempo","-3.934","87.816",""
"0","Puppeteer","-4.611","183.959",""
"0","Eres tú","-4.783","130.098",""
"0","Eres tú","-4.783","130.098",""
"0","No One","-4.001","99.986",""
"0","Manda una señal","-5.039","186.141",""
"0","Ojalá pudiera borrarte","-6.393","170.122",""
"0","Timber","-4.106","129.972",""
"0","Timber","-4.106","129.972",""
"0","Felicidad","-5.392","91.69",""
"0","Genie in a bottle","-6.945","175.815",""
"0","The Boy Does Nothing","-3.664","174.053",""
"0","Los roqueros van al infierno","-4.681","157.838",""
"0","Tanto la quería","-5.718","144.001",""
"0","All of You","-8.608","126.267",""
"0","Quiero un camino","-4.965","125.998",""
"0","Winchester Cathedral","-10.993","125.405",""
"0","Stayin' Alive","-10.937","109.368",""
"0","Alien divino","-7.218","99.229",""
"0","Oye","-11.589","94.815",""
"0","Un toque de locura","-4.661","92.942",""
"0","Back for Good","-9.761","78.961",""
"0","Don't Let Me Down","-5.094","159.803",""
"0","Calle la Pantomima","-5.9","158.217",""
"0","Quiero un camión","-4.446","133.139",""
"0","Y te amaré","-8.802","129.97",""
"0","Como yo te amo","-8.802","129.97",""
"0","Pardon me, sir","-7.74","108.282",""
"0","Pardon me, Sir","-7.74","108.282",""
"0","In the Army Now","-7.571","104.669",""
"0","Amores de barra","-4.047","104.042",""
"0","Tentación","-7.241","103.895",""
"0","Mi buen amor","-4.563","98.868",""
"0","Mi buen amor","-4.563","98.868",""
"0","What Can I Do?","450","132.06",""
"0","Iberia sumergida","-5.03","121.732",""
"0","Iberia sumergida","-5.03","121.732",""
"0","Drive","-5.027","115.048",""
"0","Royals","-9.524","84.804",""
"0","Horny","-5.33","74.98",""
"0","She Will Be Loved","-5.494","203.867",""
"0","Starboy","-7.028","186.054",""
"0","Wonderwall","-5.613","174.452",""
"0","Rutinas","-5.447","171.626",""
"0","Lies","-5.626","143.955",""
"0","Mirror Man","-5.012","100.331",""
"0","Fueron los celos","-8.397","81.99",""
"0","Little L","-5.373","121.906",""
"0","Mi mundo, tú","-6.431","82.903",""
"0","Terciopelo","-6.095","52.981",""
"0","La pared","-8.108","134.184",""
"0","Es mi soledad","-6.955","129.998",""
"0","I Kissed a Girl","-3.173","129.996",""
"0","Dígale","-7.928","129.981",""
"0","... Baby One More Time","-5.964","126.018",""
"0","All of Me","-7.064","119.93",""
"0","Havana","-4.333","104.988",""
"0","Chasing Cars","-4.53","104.011",""
"0","Heartbreaker","-9.366","97.161",""
"0","Heartbreaker","-9.366","97.161",""
"0","International Love","-3.18","94.059",""
"0","Bailamos","-18.54","80.392",""
"0","Ella","-4.953","181.76",""
"0","Ella","-4.953","181.76",""
"0","Ella","-4.953","181.76",""
"0","Ella","-4.953","181.76",""
"0","Soy un corazón tendido al sol","-4.752","178.098",""
"0","Start me Up","-6.122","142.657",""
"0","(Out Here) On my Own","-6.122","142.657",""
"0","Sexy Bitch","-5.018","130.011",""
"0","Puedes contar conmigo","-4.843","144.95",""
"0","Dicen...","-10.902","143.721",""
"0","Las palabras de amor","-9.351","135.935",""
"0","Jugando a vivir","-7.978","135.571",""
"0","Amor no me ignores","-7.978","135.571",""
"0","Que corra el aire","-4.97","127.041",""
"0","América Latina","-5.201","125.976",""
"1","La flaca","-5.201","125.976",""
"0","Rozando la eternidad","-8.359","121.473",""
"0","Mi gente","-4.915","103.809",""
"0","Gente","-4.915","103.809",""
"0","La bomba","-18.157","103.787",""
"0","Dale, Don dale","-6.471","95.028",""
"0","Spaceman","-4.073","152.034",""
"0","Can't Remember to Forget You","-3.399","137.976",""
"0","Nada sin ti","-3.92","122.099",""
"0","Sin ti no soy nada","-3.92","122.099",""
"0","Colgando en tus manos","-4.803","120.025",""
"1","Colgando en tus manos","-4.803","120.025",""
"0","No hay marcha en Nueva York","-8.706","107.954",""
"1","No hay marcha en Nueva York","-8.706","107.954",""
"0","Salomé","-9.935","91.841",""
"0","Secret Garden","-11.359","87.423",""
"0","Everybody's got to Learn Sometime","-4.89","87.08",""
"0","Higher Ground","-5.168","82.012",""
"0","Jamás","-13.76","64.068",""
"0","Quién piensa en ti","-4.721","155.326",""
"0","Quién piensa en ti","-4.721","155.326",""
"0","Vete, vete","-3.414","139.653",""
"0","Only When I Sleep","-8.571","135.989",""
"0","A Kind of Magic","-5.874","130.128",""
"0","Arturo","-8.595","123.096",""
"0","If You Leave Me Now","-6.784","104.212",""
"0","Quién compra una canción","-5.84","91.37",""
"0","Y, ¿cómo es él?","-5.646","77.472",""
"0","Sabato pomeriggio","-12.551","76.412",""
"0","Love Me Like You Do","-6.617","189.583",""
"0","Love Me Like You Do","-6.617","189.583",""
"0","Do Ya","-8.521","170.138",""
"0","Angel","-4.307","167.767",""
"0","Angel","-4.307","167.767",""
"0","Venezia","-5.749","167.678",""
"0","Woman In Love","-9.278","150.154",""
"0","Bittersweet Symphony","-7.208","139.786",""
"0","The Ballad Of John & Yoko","-6.551","135.309",""
"1","Melina","-2.517","133.488",""
"1","Melina","-2.517","133.488",""
"0","Libertad sin ira","-16.406","121.354",""
"0","Pastillas de freno","-6.15","111.808",""
"0","Emotional Rescue","-8.892","96.349",""
"0","Safari","-4.361","180.044",""
"0","Safari","-4.361","180.044",""
"0","Abrázame","-7.343","135.739",""
"0","Amor mío ¿Cómo estás?","-15.645","135.136",""
"0","Al calor del amor en un bar","-4.077","129.25",""
"0","Look What You Made Me Do","-6.471","128.07",""
"1","Bulería","-4.359","124.786",""
"1","Bulería","-4.359","124.786",""
"0","OK","-6.032","121.951",""
"0","Soley, soley","-12.901","120.049",""
"0","This Ain't a Love Song","-6.836","87.974",""
"0","El club de los humildes","-5.902","86.059",""
"0","We Are Never Ever Getting Back Together","-5.902","86.059",""
"0","La ladrona","-13.993","188.316",""
"0","Pretending","-15.328","137.169",""
"0","Sin miedo a nada","-4.826","132.836",""
"0","Got 2 Luv U","-3.084","184.032",""
"0","Ironic","-7.825","142.027",""
"0","We Found Love","-4.951","127.98",""
"0","Perdóname","-11.439","177.671",""
"0","Scream","-7.413","151.68",""
"0","She Bangs","-4.782","144.737",""
"0","Cometas por el cielo","-7.42","141.922",""
"0","Vuelve","-5.612","130.023",""
"0","Vuelve","-5.612","130.023",""
"0","Suicide Blonde","-5.36","119.962",""
"1","La tortura","-5.367","100.011",""
"0","Perfect","-7.365","94.992",""
"0","Perfect","-7.365","94.992",""
"0","Fame","-4.343","84.803",""
"0","Hall of Fame","-4.343","84.803",""
"0","Si tú me miras","-7.683","68.227",""
"0","Let Me Love You","-5.309","199.864",""
"0","María","-8.834","143.175",""
"0","Dulce locura","-3.47","132.026",""
"0","Y en tu ventana","-5.671","130.32",""
"0","Reach","-6.819","116.896",""
"0","What Do You Want From Me?","-9.547","104.378",""
"0","Me quedaré solo","-6.647","98.142",""
"0","A Woman Loves a Man","-20.41","97.398",""
"0","Walking Away","-6.371","172.835",""
"0","Déjame olvidarte","-4.158","159.977",""
"1","Lola","-4.393","151.985",""
"0","La Lola","-4.393","151.985",""
"0","De qué me sirve llorar","-6.873","136.926",""
"0","Mammy Blue","-5.448","120.01",""
"0","Poker Face","-4.62","118.999",""
"0","Cantaloop (Flip Fantasia)","-11.516","115.998",""
"0","Tocar madera","-8.351","112.034",""
"1","La copa de la vida","-6.113","112.014",""
"0","Se a vida é (That's the Way Life Is)","-5.777","93.989",""
"0","FourFiveSeconds","-5.65","205.903",""
"0","Una, dos y tres","-6.468","161.944",""
"0","Veneno en la piel","-11.34","139.498",""
"0","Nada","-5.068","136.153",""
"0","No lastimes más","-7.715","135.601",""
"0","Desire","-7.715","135.601",""
"0","Desire","-7.715","135.601",""
"1","El africano","-6.078","134.061",""
"0","Sweetest Thing","-9.62","125.313",""
"0","Achy Breaky Heart","-10.247","121.772",""
"0","When Tomorrow Comes","-11.945","121.564",""
"0","Are You With Me?","-8.1","121.026",""
"0","Embrujada","-3.94","120.803",""
"0","Gimme Love","-8.76","119.589",""
"0","Silencio","-4.362","102.024",""
"0","Papeles mojados","-8.023","96.072",""
"0","Hablemos del amor","-4.848","88.421",""
"0","Mi soledad y yo","-7.045","78.77",""
"0","Señor Matanza","-7.396","191.832",""
"0","Eres toda una mujer","-7.283","173.058",""
"0","Ruido","-6.248","149.973",""
"0","Ruido","-6.248","149.973",""
"0","Sad Eyes","-7.041","133.072",""
"0","El canto de la sirena","-4.961","132.004",""
"0","Counting Stars","-4.945","121.979",""
"0","Story of My Life","-5.802","121.07",""
"0","Tiempo de amor","-5.173","106.985",""
"0","Notorious","-5.089","103.951",""
"0","Márchate ya","-4.763","101.693",""
"0","Frente al amor","-4.763","101.693",""
"0","Fireflies","-6.8","180.118",""
"0","Let it Go","-8.621","145.765",""
"0","Todo el tiempo del mundo","-11.376","128.014",""
"0","Analyse","-4.727","120.014",""
"0","La sangre de tu tristeza","-12.846","105",""
"0","Tu cadena","-7.096","97.986",""
"0","Wild Thoughts","-3.094","97.98",""
"0","The Captain of her Heart","-9.488","96.281",""
"0","That's the Way it Is","-5.424","93.04",""
"0","We Are the World","-6.94","64.177",""
"0","Hay que ver","-7.954","157.947",""
"0","Destrangis in the night","-5.604","133.932",""
"0","Last Night a DJ Saved my Life","-7.509","112.682",""
"0","A gritos de esperanza","-7.998","105.413",""
"0","Flaca","-11.729","99.195",""
"0","Dónde están tus ojos negros","-8.513","92.857",""
"0","A prueba de ti","-2.833","89.987",""
"0","I Swear","-9.658","83.207",""
"0","Bitch","-10.479","76.028",""
"0","Never Ever","-3.971","75",""
"0","Rock Me Amadeus","-4.929","176.664",""
"0","Asimbonanga","-7.636","165.655",""
"0","Escucha atento","-4.886","163.695",""
"0","La herida","-2.245","152.002",""
"0","She Works Hard for the Money","-12.998","136.497",""
"0","Esclavo de sus besos","-3.711","134.964",""
"0","Don't You Worry Child","-3.145","129.042",""
"0","Take Me to Church","-5.303","128.945",""
"0","Maldito duende","-5.657","125.796",""
"0","El ruido de fondo","-3.276","90.002",""
"0","Stand My Ground","-4.072","87.714",""
"0","Chandelier","-5.707","76.892",""
"0","Chandelier","-5.707","76.892",""
"0","Tu mirada me hace grande","-7.883","159.999",""
"0","Amiga mala suerte","-5.236","140.108",""
"0","Landslide of Love","-10.836","133.858",""
"0","Rivers Of Babylon","-4.516","126.653",""
"1","Fantasía","-3.537","126.024",""
"0","Fantasía","-3.537","126.024",""
"0","Can't Get You Out Of My Head","-7.516","126.007",""
"0","Big Big World","-3.137","125.985",""
"0","We Don't Need Another Hero (Thunderdome)","-5.866","98.85",""
"0","Sentir","-13.384","97.121",""
"0","Un zombie a la intemperie","-6.677","167.61",""
"0","Get On Your Knees","-7.11","144.037",""
"0","Atrapados en la red","-6.816","135.783",""
"0","El sitio de mi recreo","-11.654","124.46",""
"0","Telephone","-5.853","122.021",""
"0","Bang and Blame","-9.773","120.925",""
"0","What Have I Done to Deserve This","-5.281","118.026",""
"0","King George","-5.723","105.136",""
"1","Delilah","-10.578","103.981",""
"0","Say what You Want","-9.118","102.643",""
"0","Diamonds","-4.835","91.983",""
"0","When the Stars Go Blue","-13.277","90.541",""
"0","Hi-Jack","-11.262","172.965",""
"0","Tardes negras","-4.365","136.037",""
"0","Love is in Control (Finger on the Trigger)","-7.366","132.263",""
"0","Blood on the Dance Floor","-5.087","130.108",""
"0","Mi novio es un zombi","-7.667","127.56",""
"0","Hold me, Thrill me, Kiss me","-7.022","109.403",""
"0","Las chicas son guerreras","-7.6","105.528",""
"0","All Good Things (Come to an End)","-7.704","100.918",""
"0","All Good Things (Come to an End)","-7.704","100.918",""
"0","Don't Wanna Lose You Now","-8.375","92.991",""
"0","Para que no se duerman mis sentidos","-6.08","88.043",""
"0","Ride","-5.355","74.989",""
"0","El perdón","-5.828","179.911",""
"1","Despacito","-4.757","177.833",""
"0","If Only","-5.569","152.035",""
"0","Quiero morir en tu veneno","-6.544","148.024",""
"0","Mi razón de ser","-4.73","142.037",""
"0","San Pedro","-3.267","129.045",""
"0","Bailando sin salir de casa","-7.706","128.167",""
"0","Summer Sunshine","-6.56","121.515",""
"0","Calling Elvis","-11.68","120.054",""
"0","When You Believe","-6.042","119.97",""
"0","Stronger (What Doesn't Kill You)","-4.282","116.044",""
"0","Despídete","-11.67","114.799",""
"0","There Must Be an Angel (Playing with My Heart)","-5.495","112.129",""
"0","The Monster","-3.679","110.004",""
"0","Set Fire to the Rain","-3.882","107.995",""
"0","It's not Right but it's Okay","-7.636","107.963",""
"0","Linda","-7.859","106.173",""
"0","Marta, Sebas, Guille y los demás","-4.559","102.473",""
"0","Valió la pena","-6.496","97.68",""
"0","The Most Beautiful Girl in the World","-9.84","93.034",""
"0","Contigo","-7.281","89.982",""
"0","Outside","-7.281","89.982",""
"0","Innuendo","-6.926","84.141",""
"0","Rock and Roll is Dead","-7.726","185.926",""
"0","Cuando amanece","-2.444","179.867",""
"0","Quiero beber hasta perder el control","-9.075","167.865",""
"0","Mercy","-4.882","148.127",""
"0","Mercy","-4.882","148.127",""
"0","No te escaparás","-6.306","148.019",""
"0","San Francisco","-11.725","112.554",""
"0","Born to be Alive","-4.186","111.952",""
"0","Mi confianza","-9.87","104.069",""
"0","Closer","-5.599","95.01",""
"0","Súbeme la radio","-3.297","91.048",""
"0","Faded","-5.097","90.011",""
"0","Discotheque","-5.387","89.999",""
"0","When We Dance","-11.104","84.012",""
"0","Fresh","-10.996","74.998",""
"0","Impossible","-4.785","169.515",""
"0","Laura no está","-7.543","135.99",""
"0","Pájaros de barro","-4.588","130.963",""
"0","Gimme The Base (DJ)","-5.964","129.026",""
"0","Te voy a esperar","-7.372","128.988",""
"0","I'm an Albatraoz","-5.414","128.078",""
"0","FM (No Static at All)","-13.106","125.933",""
"0","Lo eres todo","-10.47","120.085",""
"0","Something Got Me Started","-6.563","112.112",""
"0","Casi nunca bailáis","-14.055","96.585",""
"0","Let Your Soul Be Your Pilot","-9.127","96.02",""
"0","Stay with Me","-6.431","84.082",""
"0","Quién será","-6.567","139.214",""
"0","Viva la Vida","-7.115","138.017",""
"0","All About That Bass","-3.724","134.064",""
"0","All About That Bass","-3.724","134.064",""
"0","Good Vibrations","-7.67","133.449",""
"0","Hemicraneal","-5.84","132.019",""
"0","Miénteme","-8.493","130.59",""
"1","Waka Waka (Esto es África)","-4.825","127.006",""
"1","Waka Waka (Esto es África)","-4.825","127.006",""
"0","Waiting For Tonight","-6.108","125.014",""
"0","Acid Mix","-12.205","123.018",""
"0","Mucho mejor","-4.583","122.868",""
"0","Sign of the Times","-4.63","119.972",""
"0","Un amigo de verdad","-10.295","119.363",""
"0","Maquillaje","-4.986","118.438",""
"0","Want to Want Me","-5.508","114.025",""
"0","Cosas de la edad","-3.033","107.504",""
"0","Catch & Release","-8.622","105.006",""
"0","No Son of Mine","-8.567","103.993",""
"0","A que no me dejas","-4.627","95.11",""
"0","If You Had My Love","-7","94.02",""
"0","Everybody's Changing","-3.521","94.017",""
"0","Entre mis recuerdos","-8.235","90.039",""
"0","Entre mis recuerdos","-8.235","90.039",""
"0","Ordinary World","-11.422","67.007",""
"0","Chihuahua","-11.646","66.582",""
"0","Si sí... o si no","-4.195","168.752",""
"0","Take Me Back 'Ome","-7.15","127.994",""
"1","Voyage Voyage","-8.268","127.787",""
"1","Call Me Maybe","-6.53","120.027",""
"0","Never Gonna Give You Up","-11.823","113.309",""
"0","Loca","-3.011","113.058",""
"0","Loca","-3.011","113.058",""
"0","Loca","-3.011","113.058",""
"0","Un pedazo de cielo","-5.479","107.517",""
"0","Rosas","-5.008","107.01",""
"0","Hey Ma","-3.115","106.002",""
"0","Muñeca de trapo","-3.285","94.975",""
"0","Cara de gitana","-13.76","80.073",""
"0","Historia de amor (Love Story)","-14.823","148.992",""
"0","Nada de ná'","-3.009","146.089",""
"0","Nuestros nombres","-4.141","139.961",""
"0","El refugio","-6.249","137.994",""
"0","Pandeirada","-13.788","134.991",""
"0","Mamma Maria","-5.767","134.598",""
"0","Quiero vender mi pasado","-6.355","125.505",""
"0","You Gotta Be","-6.355","125.505",""
"0","In the Shadows","-11.014","125.343",""
"0","Cuanto antes","-7.578","121.916",""
"0","Wrecking Ball","-6.262","119.964",""
"0","Wrecking Ball","-6.262","119.964",""
"0","Wrecking Ball","-6.262","119.964",""
"0","Morir de amor","-8.772","115.414",""
"0","La chispa adecuada (Bendecida 3)","-9.14","113.27",""
"0","Can't Take My Eyes Off You","-11.345","112.053",""
"0","Más y más","-7.676","109.983",""
"0","A este lado de la carretera","-10.554","103.501",""
"0","Si no te amase","-10.867","92.111",""
"0","In The Ghetto","-16.688","88.916",""
"0","Te necesito","-8.213","84.029",""
"0","Te necesito","-8.213","84.029",""
"0","Toda","-7.86","80.078",""
"0","Russian Roulette","-5.754","80.051",""
"0","¡Grita!","-7.77","200.064",""
"0","El universo sobre mí","-4.078","185.992",""
"0","Radio","-6.593","180.043",""
"0","Dusk Till Dawn","-6.593","180.043",""
"0","Contigo","-7.941","174.041",""
"1","Stars on 45","-19.402","173.5",""
"0","Si bastasen un par de canciones","-3.323","171.808",""
"0","Barbie de extrarradio","-5.151","153.014",""
"0","Los amigos de mis amigas son mis amigos","-9.712","133.12",""
"0","Why Can't We Be Friends","-6.321","122.992",""
"0","Mundo de cristal","-3.661","122.327",""
"0","Soy yo","-9.733","120.021",""
"0","Tender","-5.445","112.956",""
"0","Rosa y espinas","-4.305","107.936",""
"1","La soledad","-4.13","90.955",""
"0","La playa","-5.707","88.535",""
"1","La playa","-5.707","88.535",""
"0","El viaje","-5.707","88.535",""
"0","Blanco y negro","-3.486","168.3",""
