label,song,loud,dance,energy,tempo,variance,live
"0","You Could Be Mine","-5.674","0.35","0.3","150.85","0.98","0.34"
"0","Ojalá llueva café","-8.951","0.57","0.82","115.33","0.64","0.34"
"0","Hombres","-5.062","0.59","0.42","172.37","0.95","0.33"
"0","Have You Seen Her","-8.409","0.53","0.79","130.83","0.64","0.32"
"0","¡Cómo te mueves!","-4.255","0.35","0.58","107.14","0.96","0.32"
"0","Shiny Happy People","-3.948","0.45","0.74","124.59","0.91","0.26"
"0","All Together Now","-5.744","0.61","0.34","111.55","0.87","0.21"
"0","Gente impresentable","-3.902","0.31","0.36","149.61","0.69","0.21"
"0","Gonna Make You Sweat (Everybody Dance Now)","-7.405","0.56","0.79","112.19","0.8","0.18"
"0","Cuidado con Paloma","-3.423","0.58","0.96","89.99","0.97","0.18"
"0","Entre dos tierras","-9.444","0.46","0.51","166.1","0.75","0.17"
"0","Coming Out of the Dark","-11.932","0.64","0.48","131.87","0.43","0.17"
"0","Rita","-4.595","0.49","0.18","112.97","0.81","0.16"
"0","Palabras de fuego","-9.996","0.52","0.72","142.13","0.86","0.15"
"0","Don't Cry","-9.059","0.9","0.61","140.05","0.48","0.15"
"0","Maldito duende","-5.657","0.37","0.35","125.8","0.85","0.12"
"0","Calling Elvis","-11.68","0.61","0.39","120.05","0.58","0.11"
"0","Innuendo","-6.926","0.43","0.19","84.14","0.69","0.11"
"0","Something Got Me Started","-6.563","0.7","0.72","112.11","0.91","0.11"
"0","Mundo de cristal","-3.661","0.71","0.92","122.33","0.9","0.11"
"0","El amoto","-5.004","0.48","0.54","178.2","0.91","0.1"
"0","The One and Only","-23.533","0.35","0.45","159.5","0.21","0.1"
"0","Ice Ice Baby","-2.79","0.98","0.6","116.01","0.79","0.1"
"0","Pray","-5.02","0.73","0.16","100.54","0.67","0.1"
"0","Este payo (en castellano)","-10.49","0.74","0.92","108.24","0.78","0.1"
"0","Pisando fuerte","-7.46","0.54","0.12","136.84","0.63","0.09"
"0","Sadeness","-9.547","0.59","0.49","95.65","0.64","0.09"
"0","Let there Be Love","-17.25","0.64","0.26","119.62","0.2","0.09"
"0","El peón del rey de negras","-4.932","0.82","0.68","129.43","0.89","0.09"
"0","Ella es un volcán","-4.371","0.66","0.67","151","0.89","0.09"
"0","Gypsy Woman (She's Homeless)","-10.755","0.74","0.4","124.91","0.35","0.09"
"0","Cuando duermes","-7.033","0.64","0.31","126.97","0.73","0.08"
"0","La casa azul","-5.201","0.69","0.4","117.01","0.88","0.08"
"0","Dámelo ya","-4.494","0.68","0.89","89.01","0.95","0.08"
"0","Bailar pegados","-8.498","0.56","0.39","139.83","0.51","0.08"
"0","You Gotta Love Someone","-9.174","0.46","0.55","205.28","0.62","0.07"
"0","Y no amanece","-4.872","0.71","0.7","114.02","0.75","0.07"
"0","The Grease Megamix","-7.737","0.56","0.71","125.14","0.79","0.07"
"0","La deuda de la mentira","-10.204","0.79","0.86","120.73","0.6","0.07"
"0","Galilea","-5.431","0.57","0.66","131.72","0.92","0.07"
"0","Despertar","-4.466","0.71","0.54","176.01","0.64","0.06"
"0","Nos queda la noche","-12.889","0.71","0.78","107.97","0.78","0.06"
"0","(Everything I Do) I Do It For You","-12.655","0.52","0.27","131.22","0.36","0.06"
"0","Freedom! '90","-10.856","0.68","0.93","91.69","0.85","0.06"
"0","All The Man That I Need","-9.98","0.49","0.29","150.89","0.58","0.05"
"0","Volver a casa","-6.392","0.77","0.92","100.02","0.74","0.05"
"0","Loco Vox","-9.711","0.71","0.79","119.67","0.88","0.04"
"0","Naturaleza muerta","-8.129","0.68","0.96","134.99","0.96","0.02"
"0","Canta por mí","-9","0.64","0.81","99.94","0.83","0.86"
"0","Los tejados","-9","0.62","0.38","73.38","0.42","0.8"
"0","Words","-6.48","0.68","0.44","172.13","0.61","0.69"
"0","Es por tu amor","-4","0.57","0.72","105.97","0.92","0.43"
"1","Vogue","-6","0.74","0.33","116","0.88","0.42"
"0","Corazón de tiza","-15","0.58","0.84","98.78","0.75","0.36"
"0","Soldados del amor","-4","0.73","0.9","114.55","0.95","0.35"
"0","Rosa gris","-10","0.59","0.82","143.99","0.69","0.35"
"0","Mía","-4","0.76","0.86","174.05","0.73","0.29"
"0","Step by Step","-9","0.75","0.2","115.98","0.79","0.28"
"0","I'm Your Baby Tonight","-9","0.67","0.87","165.15","0.87","0.28"
"2","La abuela","-6.842","0.74","0.95","90.02","0.7","0.26"
"2","La abuela","-7","0.74","0.95","90.02","0.7","0.26"
"0","Ooops Up","-14.19","0.86","0.53","102.89","0.49","0.26"
"0","It Must Have Been Love","-7","0.52","0.72","80.61","0.65","0.26"
"0","Great Balls of Fire","-8","0.46","0.86","159.66","0.75","0.23"
"0","No Problem","-4","0.48","0.78","164.01","0.9","0.23"
"0","No me importa nada","-5","0.56","0.68","169.56","0.8","0.22"
"0","Acércate y bésame","-6.61","0.69","0.87","137.92","0.9","0.22"
"0","The power","-4","0.59","0.47","172.92","0.87","0.17"
"0","Canciones lejanas","-8","0.73","0.61","124","0.81","0.16"
"0","Fueron los celos","-8","0.57","0.57","81.99","0.73","0.13"
"0","Rozando la eternidad","-8","0.78","0.55","121.47","0.63","0.13"
"0","Suicide Blonde","-5.36","0.61","0.69","119.96","0.96","0.12"
"0","Veneno en la piel","-11.34","0.69","0.97","139.5","0.8","0.12"
"0","Landslide of Love","-11","0.59","0.7","133.86","0.63","0.12"
"0","Cosas de la edad","-3","0.67","0.75","107.5","0.93","0.11"
"0","Si bastasen un par de canciones","-3","0.39","0.31","171.81","0.57","0.11"
"0","Nothing Compares 2 U","-7","0.51","0.16","119.92","0.57","0.11"
"0","Right Here Waiting","-14","0.4","0.13","177.68","0.25","0.1"
"0","I'm Gonna Miss You","-18.52","0.71","0.76","75.65","0.27","0.1"
"0","Live Together (New Version)","-5","0.76","0.92","115.43","0.75","0.09"
"0","Blaze of Glory","-10","0.55","0.43","78.6","0.62","0.09"
"0","Praying for Time","-15","0.58","0.26","127.81","0.62","0.09"
"0","You Got It (The Right Stuff)","-3","0.69","0.84","119.97","0.99","0.09"
"0","All Around the World","-5","0.44","0.77","101.21","0.91","0.09"
"0","U Can't Touch This","-13","0.87","0.87","133.15","0.52","0.09"
"1","Beach Boys Megamix","-13","0.56","0.86","130.26","0.49","0.08"
"0","Voy a pasármelo bien","-6","0.64","0.86","148","0.82","0.08"
"0","Enjoy the Silence","-6","0.66","0.75","112.79","0.84","0.08"
"0","I've Been Thinking About You","-6","0.64","0.89","113.54","0.89","0.07"
"0","I Can't Stand It","-6","0.56","0.91","150.03","0.82","0.07"
"0","Get Up! (Before The Night Is Over)","-11.84","0.79","0.67","123.97","0.73","0.06"
"0","Another Day in Paradise","-7.32","0.78","0.37","101.97","0.57","0.06"
"0","Nacido para volar","-10","0.65","0.85","90.11","0.92","0.06"
"0","Can't Shake the Feeling","-9","0.62","0.6","128.02","0.9","0.06"
"0","I Feel the Earth Move","-9","0.71","0.65","120.12","0.58","0.05"
"0","Los chicos no lloran","-8.47","0.88","0.98","133.12","0.83","0.05"
"0","Ya no me engañas","-7","0.63","0.87","141.9","0.67","0.05"
"0","Espaldas mojadas","-6","0.79","0.87","121.37","0.69","0.04"
"0","Sacrifice","-13","0.75","0.47","112.75","0.41","0.04"
"0","Sólo se vive una vez","-5","0.74","0.98","102","0.97","0.04"
"0","Mil calles llevan hacia ti","-3","0.41","0.73","169.46","0.94","0.93"
"0","Quiero ser como tú","-8","0.69","0.66","96.67","0.79","0.58"
"0","The Pasadenas Medley: Tribute / Riding on a Train","-11","0.73","0.81","111.29","0.88","0.52"
"0","Toro mecánico","-11","0.57","0.98","138.08","0.81","0.34"
"0","I Wanna Dance","-5","0.71","0.71","119.03","0.87","0.3"
"0","Te dejé marchar","-9","0.43","0.19","65.7","0.46","0.28"
"0","The Sound of C","-8","0.81","0.8","111.4","0.95","0.28"
"0","Teardrops","-4.58","0.56","0.45","110.97","0.84","0.22"
"0","Swing the Mood","-13","0.87","0.88","92.51","0.51","0.2"
"0","Adiós papá","-11","0.71","0.88","136.15","0.86","0.2"
"0","Left to my Own Devices","-6.05","0.62","0.39","126.81","0.88","0.2"
"0","You Got It","-11","0.65","0.67","114.69","0.62","0.19"
"1","Like a Prayer","-5.285","0.62","0.26","111.04","0.84","0.18"
"0","Like a Prayer","-5","0.62","0.26","111.04","0.84","0.18"
"0","Like a Prayer","-5","0.62","0.26","111.04","0.84","0.18"
"2","Aquí no hay playa","-8.141","0.58","0.95","168.14","0.95","0.17"
"1","Aquí no hay playa","-8","0.58","0.95","168.14","0.95","0.17"
"0","Aquí no hay playa","-8","0.58","0.95","168.14","0.95","0.17"
"0","Flor venenosa","-3","0.63","0.63","110.19","0.89","0.17"
"0","Baby Don't Forget my Number","-13","0.85","0.85","100.3","0.65","0.16"
"0","Cadillac solitario","-4","0.39","0.47","129.74","0.83","0.15"
"0","Por las noches","-10","0.68","0.88","112.06","0.85","0.15"
"0","Bajo la luz de la luna","-12","0.6","0.66","105.99","0.55","0.14"
"1","Batdance","-9.894","0.59","0.47","135.41","0.7","0.14"
"0","Batdance","-10","0.59","0.47","135.41","0.7","0.14"
"0","Batdance","-10","0.59","0.47","135.41","0.7","0.14"
"0","Quiero un camión","-4","0.6","0.85","133.14","0.94","0.14"
"0","Nada sin ti","-3.92","0.69","0.56","122.1","0.87","0.13"
"0","Mi novio es un zombi","-8","0.64","0.71","127.56","0.85","0.11"
"0","Don't Wanna Lose You Now","-8","0.66","0.51","92.99","0.55","0.11"
"0","Acid Mix","-12","0.91","0.06","123.02","0.49","0.11"
"0","Más y más","-8","0.85","0.55","109.98","0.88","0.11"
"0","A este lado de la carretera","-11","0.52","0.93","103.5","0.83","0.11"
"0","Los amigos de mis amigas son mis amigos","-10","0.72","0.96","133.12","0.85","0.11"
"0","Cuélate en mi música","-11","0.64","0.75","145.96","0.73","0.11"
"0","Entre tú y yo","-9","0.47","0.23","108.01","0.56","0.11"
"0","Losing my Mind","-11","0.71","0.16","100.04","0.5","0.1"
"0","Mujer contra mujer","-8","0.43","0.19","144.69","0.41","0.1"
"0","My Brave Face","-8.62","0.73","0.7","123.39","0.55","0.1"
"0","That's what I Like","-5","0.85","0.86","134.07","0.56","0.09"
"0","Eternal Flame","-7","0.53","0.4","78.99","0.36","0.09"
"0","Take Me to Your Heart","-15","0.64","0.88","132.75","0.43","0.09"
"0","Help!","-11.83","0.33","0.32","96.53","0.18","0.09"
"0","The Look","-8","0.64","0.5","84.95","0.54","0.08"
"0","Maracaibo","-6","0.69","0.86","114.7","0.85","0.08"
"1","Dançando Lambada","-7","0.75","0.97","119.16","0.82","0.08"
"0","El souvenir","-10","0.83","0.83","123.7","0.6","0.08"
"0","Vivir al este del Edén","-5","0.66","0.59","108.09","0.91","0.08"
"0","Mixed Emotions","-6","0.88","0.16","115.99","0.45","0.07"
"0","I Want it All","-6","0.5","0.29","131.05","0.81","0.06"
"0","Lullaby","-4","0.63","0.26","127.97","0.8","0.06"
"0","Chico tienes que cuidarte","-12","0.73","0.93","104","0.62","0.04"
"0","Good Thing","-10","0.75","0.89","164.72","0.59","0.04"
"0","She Drives me Crazy","-6.02","0.8","0.95","108.8","0.69","0.04"
"0","Loco Mía","-12","0.71","0.98","140.38","0.78","0.04"
"0","Si no te tengo a ti","-7","0.81","0.95","91.99","0.72","0.66"
"0","Eloise","-4","0.55","0.54","134.89","0.9","0.56"
"0","Una fiesta especial","-8","0.58","0.88","136.81","0.95","0.35"
"0","Suite nupcial","-13","0.45","0.63","146","0.66","0.35"
"0","Secretos","-5","0.46","0.95","99.54","0.95","0.35"
"0","Unchain my Heart","-13","0.75","0.7","117.97","0.67","0.32"
"0","Wonderful Life","-12","0.72","0.83","106.06","0.53","0.32"
"0","G.T.O.","-5","0.22","0.28","180.12","0.97","0.31"
"0","¡Chas! Y aparezco a tu lado","-3","0.67","0.94","128.01","0.94","0.31"
"0","Yé Ké Yé Ké","-8","0.53","0.6","170.13","0.82","0.29"
"0","Suéltate el pelo","-6","0.48","0.96","170.17","0.91","0.28"
"0","Diálogo","-6.71","0.34","0.24","116.36","0.59","0.25"
"0","Camino Soria","-14","0.54","0.61","111.66","0.54","0.23"
"0","Flor de verano","-7.11","0.71","0.6","127.95","0.71","0.23"
"0","Im nin'alu 1988","-13","0.77","0.6","89.16","0.91","0.22"
"0","Una calle de París","-7","0.68","0.87","140.01","0.75","0.22"
"0","Never Can Say Goodbye","-8","0.58","0.86","132.18","0.84","0.21"
"0","Be Gentle","-3","0.45","0.43","164.01","0.84","0.2"
"0","Always on my Mind","-10.61","0.53","0.73","124.87","0.78","0.19"
"0","Balla... balla!","-9","0.75","0.69","144","0.58","0.18"
"0","En algún lugar","-7","0.53","0.44","74.21","0.86","0.16"
"0","Together Forever","-12","0.7","0.9","115.12","0.93","0.15"
"0","Englishman in New York","-13","0.68","0.62","102.01","0.48","0.14"
"1","No hay marcha en Nueva York","-8.706","0.76","0.48","107.95","0.38","0.13"
"2","No hay marcha en Nueva York","-9","0.76","0.48","107.95","0.38","0.13"
"0","Perfect","-7","0.59","0.36","94.99","0.3","0.12"
"0","A Woman Loves a Man","-20.41","0.52","0.21","97.4","0.15","0.12"
"0","Desire","-8","0.51","0.74","135.6","0.83","0.12"
"0","Asimbonanga","-8","0.57","0.53","165.66","0.47","0.12"
"0","Supernatural","-7","0.66","0.48","94.06","0.75","0.11"
"0","Ya no danzo al son de los tambores","-11","0.66","0.65","110.01","0.64","0.1"
"0","Heart","-8","0.44","0.18","130.28","0.66","0.1"
"0","Cross my Heart","-24","0.4","0.13","105.95","0.08","0.1"
"0","We'll be Together","-10","0.84","0.91","116.43","0.69","0.1"
"0","Como un lobo","-6","0.57","0.76","159.94","0.89","0.09"
"0","Bad Medicine","-4","0.55","0.82","118.71","0.97","0.09"
"2","Gimme Hope Jo'anna","-12","0.9","0.98","128.69","0.7","0.09"
"0","Sign Your Name","-11","0.9","0.85","109.15","0.42","0.09"
"0","Father Figure","-13","0.69","0.28","101.99","0.33","0.09"
"0","My Love","-4","0.76","0.28","100","0.59","0.09"
"0","Ayúdame (no soy un héroe)","-12","0.59","0.48","146.41","0.55","0.08"
"0","Nothing's Gonna Change My Love for You","-15","0.45","0.41","142.06","0.38","0.08"
"0","Fantástico amor","-8","0.82","0.96","119.99","0.58","0.08"
"0","La madre","-2.84","0.63","0.95","101.02","0.94","0.07"
"0","Corazón infame","-13","0.74","0.96","104.37","0.57","0.07"
"0","Serás mi cómplice","-4","0.49","0.59","79.89","0.93","0.07"
"0","Don't Worry Be Happy","-16","0.87","0.86","67.5","0.15","0.06"
"0","Vas a enloquecer","-11","0.49","0.63","91.02","0.91","0.05"
"0","Is This Love","-8","0.78","0.75","122.23","0.55","0.05"
"0","The Twist","-9","0.48","0.94","124.63","0.85","0.04"
"0","Domino Dancing","-10","0.65","0.81","109.99","0.92","0.03"
"0","Nutbush City Limits","-6","0.69","0.91","76.52","0.89","0.03"
"0","Day in Day out","-10","0.41","0.28","131.5","0.44","0.74"
"0","Master Mix","-8","0.59","0.7","114.44","0.84","0.67"
"0","Como un susurro","-12","0.44","0.21","118.1","0.58","0.66"
"0","One Love to Give","-16","0.37","0.77","168.07","0.38","0.63"
"0","Ellos las prefieren gordas","-7","0.79","0.98","135.2","0.87","0.57"
"0","Cuatro mexicanos","-5.6","0.44","0.44","86.89","0.71","0.39"
"0","Learning to Fly","-10","0.65","0.95","116.74","0.77","0.36"
"0","No puedo evitar (pensar en ti)","-6.38","0.73","0.41","115.81","0.51","0.36"
"0","The Multimix","-7","0.41","0.46","105.92","0.86","0.31"
"0","La Bamba","-6","0.52","0.94","75.1","0.81","0.3"
"0","Running in the Family","-8","0.72","0.86","113.19","0.84","0.3"
"0","Walk Like an Egyptian","-8","0.72","0.82","103.02","0.89","0.3"
"0","The Right Thing","-7","0.62","0.77","104.88","0.92","0.29"
"0","Cuerpos calientes","-3","0.67","0.49","128.07","0.96","0.29"
"0","Yo tengo una mujer tremenda","-5","0.67","0.97","133.04","0.88","0.27"
"0","Jardín de rosas","-4.31","0.55","0.92","83.53","0.94","0.27"
"0","Suburbia","-5","0.62","0.89","92.04","0.91","0.27"
"0","It's a Sin","-6","0.54","0.29","127.15","0.86","0.25"
"0","Dos corazones y un destino","-7.17","0.65","0.6","122.57","0.64","0.24"
"0","No no no","-4","0.75","0.81","93.98","0.87","0.24"
"0","Boys boys boys","-5","0.79","0.51","108.05","0.81","0.22"
"0","City Lights","-9","0.61","0.14","129.95","0.45","0.21"
"0","Corazón de neón","-4","0.59","0.97","136.38","0.95","0.2"
"0","Contra el viento","-2","0.45","0.48","156.05","0.95","0.18"
"0","Balla... balla!","-9","0.75","0.69","144","0.58","0.18"
"0","Me cuesta tanto olvidarte","-11","0.6","0.54","99.64","0.28","0.17"
"0","With or Without You","-12","0.54","0.13","110.16","0.44","0.15"
"0","Alien divino","-7","0.65","0.59","99.23","0.67","0.14"
"0","In the Army Now","-8","0.68","0.94","104.67","0.73","0.14"
"0","América Latina","-5","0.65","0.5","125.98","0.72","0.13"
"0","Notorious","-5","0.64","0.4","103.95","0.8","0.12"
"0","La sangre de tu tristeza","-13","0.52","0.7","105","0.71","0.12"
"0","What Have I Done to Deserve This","-5","0.71","0.92","118.03","0.88","0.11"
"0","Quiero beber hasta perder el control","-9","0.64","0.93","167.87","0.77","0.11"
"1","Voyage Voyage","-8","0.71","0.41","127.79","0.45","0.11"
"0","Never Gonna Give You Up","-12","0.72","0.91","113.31","0.94","0.11"
"0","Through the Barricades","-14","0.43","0.18","146.09","0.32","0.1"
"0","Call me","-5","0.69","0.76","104.96","0.82","0.09"
"0","Nothing's Gonna Stop Me Now","-29","0.27","0.12","70.92","0.04","0.08"
"0","Bad","-8","0.73","0.2","148.13","0.46","0.08"
"0","Nothing's Gonna Stop Us Now","-5","0.64","0.53","95.99","0.8","0.07"
"0","Shake you down","-6","0.46","0.13","105.11","0.61","0.07"
"0","Who's that Girl","-14.06","0.77","0.4","118.88","0.4","0.07"
"0","Max Mix 4","-11","0.62","0.12","129.99","0.78","0.07"
"0","Faith","-12","0.89","0.61","95.85","0.48","0.07"
"0","37 grados","-12.14","0.65","0.93","138.71","0.6","0.06"
"1","The Final Countdown","-7","0.54","0.19","117.65","0.84","0.06"
"0","Two People","-7","0.74","0.68","89.69","0.57","0.05"
"0","Max Mix 5 (Parte 1)","-8","0.8","0.5","124.02","0.92","0.05"
"0","Max Mix 5 (Parte 2)","-8","0.8","0.5","124.02","0.92","0.05"
"0","Brilliant Disguise","-12","0.7","0.95","126.35","0.73","0.03"
"0","Sola (con un desconocido)","-9","0.75","0.96","112.21","0.77","0.03"
"0","El tonto Simón","-12","0.57","0.67","107.32","0.74","0.97"
"1","La puerta de Alcalá","-11","0.36","0.36","146.36","0.83","0.96"
"0","This is my Life","-5","0.64","0.45","123.89","0.77","0.87"
"0","Love Missile F1-11","-9","0.47","0.9","193.5","0.89","0.5"
"0","Geronimo's Cadillac","-10","0.7","0.72","110.38","0.79","0.47"
"0","A quién le importa","-7","0.58","0.47","132.03","0.89","0.34"
"1","Janey Don't You Lose Heart","-7.697","0.48","0.9","146.04","0.95","0.31"
"1","Janey Don't You Lose Heart","-8","0.48","0.9","146.04","0.95","0.31"
"0","El tomavistas","-10","0.72","0.68","98.04","0.74","0.3"
"0","Rufino","-7","0.49","0.63","167.53","0.87","0.29"
"0","West End Girls","-7","0.65","0.61","113.26","0.95","0.29"
"0","Easy Lady","-17","0.63","0.62","89.09","0.13","0.29"
"0","Dancing in Paris (Qué pasa)","-10","0.71","0.71","125.6","0.73","0.28"
"0","When the Going Gets Tough the Tough get going","-4","0.75","0.93","122.03","0.83","0.24"
"0","Living in Another World","-8","0.56","0.94","110.54","0.86","0.23"
"0","Salamandra","-7","0.81","0.66","128","0.77","0.19"
"1","Si tú eres mi hombre y yo tu mujer","-17.405","0.4","0.26","141.69","0.35","0.15"
"1","Si tú eres mi hombre y yo tu mujer","-17","0.4","0.26","141.69","0.35","0.15"
"0","Nena","-5","0.76","0.38","118.97","0.63","0.15"
"0","Right between the Eyes","-11","0.61","0.9","93.27","0.69","0.14"
"0","A Kind of Magic","-6","0.67","0.7","130.13","0.78","0.13"
"0","Al calor del amor en un bar","-4","0.58","0.97","129.25","0.88","0.13"
"0","When Tomorrow Comes","-12","0.6","0.22","121.56","0.15","0.12"
"0","The Captain of her Heart","-9","0.67","0.39","96.28","0.64","0.12"
"0","Rock Me Amadeus","-5","0.61","0.87","176.66","0.9","0.12"
"0","El ruido de fondo","-3","0.5","0.31","90","0.93","0.12"
"0","Bailando sin salir de casa","-8","0.64","0.85","128.17","0.94","0.11"
"0","Cruz de navajas","-6","0.73","0.56","116.15","0.56","0.1"
"0","Que te quiero","-12","0.76","0.46","92.96","0.41","0.1"
"0","Hey mademoiselle","-10.78","0.84","0.71","123.05","0.72","0.1"
"0","Marta tiene un marcapasos","-3","0.6","0.49","102.24","0.95","0.09"
"0","Dejad que las niñas se acerquen a mí","-9","0.7","0.7","147.72","0.8","0.09"
"0","That's What Friends Are For","-15","0.67","0.2","120.12","0.29","0.09"
"1","Holiday Rap","-7","0.88","0.89","115.99","0.82","0.08"
"0","El imperio contraataca","-6","0.49","0.66","133.12","0.91","0.08"
"0","Say You Say Me","-11","0.64","0.26","128.07","0.41","0.08"
"0","Dancing on the Ceiling","-11","0.64","0.26","128.07","0.41","0.08"
"0","Te esperaré","-6","0.48","0.37","175.96","0.81","0.08"
"0","Nikita","-9.29","0.63","0.75","86.61","0.66","0.07"
"0","Broken Wings","-16","0.29","0.45","99.23","0.47","0.07"
"0","Lili Marlen","-8","0.64","0.82","109.57","0.86","0.07"
"0","Harlem Shuffle","-9","0.64","0.76","117.61","0.77","0.06"
"0","Atlantis Is Calling (S.O.S. for Love)","-12","0.71","0.73","113.45","0.64","0.06"
"0","Typical Male","-8","0.76","0.79","106.01","0.75","0.06"
"0","Baila baila","-7","0.88","0.79","99.95","0.71","0.06"
"0","Ay qué pesado","-7","0.82","0.97","142.24","0.72","0.05"
"0","Stuck with You","-11","0.7","0.63","120.72","0.54","0.04"
"0","The Lady in Red","-17","0.55","0.49","76.7","0.29","0.04"
"0","Don't Stand So Close to Me 86","-9","0.8","0.52","140.31","0.51","0.04"
"0","Wild Wild Life","-3","0.82","0.95","115.04","0.89","0.03"
"0","Papa Don't Preach","-9","0.81","0.97","121.54","0.91","0.02"
"2","Live is life","-4","0.63","0.77","95.42","0.95","0.99"
"0","Grité una noche","-5","0.52","0.74","88.07","0.91","0.96"
"0","Una noche sin ti","-14","0.55","0.43","110.21","0.6","0.95"
"0","Estamos desesperados","-12","0.28","0.39","159.01","0.75","0.67"
"0","Camarero","-5","0.64","0.51","131.68","0.63","0.38"
"0","Ninna","-5.05","0.75","0.42","140.03","0.73","0.33"
"0","If You Love Somebody Set Them Free","-6","0.62","0.82","125.06","0.93","0.32"
"0","Tú no tienes corazón","-6","0.55","0.57","176.13","0.89","0.31"
"0","Tarzan Boy","-12.3","0.68","0.72","107.36","0.57","0.31"
"0","Números rojos","-8","0.83","0.85","116.07","0.69","0.3"
"0","El sur también existe","-8","0.42","0.42","82.23","0.45","0.3"
"1","Baila para mí","-4","0.76","0.97","152.63","0.91","0.29"
"0","Woody Boogie","-14","0.73","0.94","110.17","0.56","0.28"
"0","A View to a Kill","-5","0.71","0.78","125.47","0.81","0.26"
"0","No te aguanto más","-7","0.92","0.68","119.13","0.75","0.23"
"0","Amanda","-8","0.53","0.24","145.77","0.41","0.23"
"1","Dancing in the Street","-5.64","0.53","0.5","148.72","0.94","0.19"
"0","Lay Your Hands on Me","-4","0.34","0.44","100.45","0.96","0.17"
"0","Alive & Kicking","-11","0.6","0.62","103.11","0.69","0.16"
"1","Ni tú ni nadie","-11","0.6","0.68","137.81","0.68","0.15"
"0","Angel","-4","0.48","0.37","167.77","0.71","0.13"
"0","Venezia","-6","0.59","0.45","167.68","0.83","0.13"
"2","El africano","-6","0.77","0.92","134.06","0.84","0.12"
"0","We Are the World","-6.94","0.27","0.18","64.18","0.46","0.12"
"0","We Don't Need Another Hero (Thunderdome)","-6","0.69","0.71","98.85","0.67","0.12"
"0","There Must Be an Angel (Playing with My Heart)","-5","0.58","0.61","112.13","0.78","0.11"
"0","Fresh","-11","0.77","0.49","75","0.4","0.11"
"0","Just Another Night","-10","0.74","0.89","131.86","0.74","0.11"
"0","Let's Talk About Me","-6","0.5","0.72","88.96","0.5","0.1"
"0","Cabaret","-5","0.5","0.63","108.97","0.57","0.1"
"0","Material Girl","-3","0.74","0.98","136.51","0.88","0.1"
"0","Agradecido","-6","0.45","0.57","174.29","0.94","0.09"
"0","How Much","-7","0.65","0.73","109.97","0.67","0.09"
"0","Qué peligro tiene","-5","0.68","0.92","90","0.95","0.08"
"0","Amante bandido","-8","0.75","0.73","130.8","0.71","0.08"
"0","La Década en Río (medley)","-7","0.65","0.68","113.07","0.91","0.08"
"1","Arte moderno","-6","0.57","0.46","141.95","0.82","0.08"
"0","The Lady Don't Mind","-5.93","0.75","0.98","128","0.88","0.07"
"0","Into the Groove","-4","0.73","0.8","116.47","0.86","0.07"
"0","Part-Time Lover","-14","0.66","0.96","174.51","0.62","0.07"
"0","Voy a mil","-5","0.67","0.66","75.89","0.9","0.07"
"0","Baila","-7","0.88","0.79","99.95","0.71","0.06"
"0","You Can Win if You Want","-8","0.79","0.76","108.01","0.84","0.06"
"0","Breakthoven","-5","0.25","0.3","143.72","0.94","0.05"
"0","Cómo pudiste hacerme esto a mí","-3","0.6","0.39","140.26","0.91","0.04"
"0","Todo a pulmón","-10","0.44","0.41","63.75","0.41","0.87"
"0","Susanna","-22","0.53","0.37","82.15","0.27","0.59"
"0","Mangas cortas","-10","0.49","0.77","83.94","0.87","0.52"
"0","Running With the Night","-10","0.77","0.74","120.2","0.57","0.49"
"0","Undercover of the Night","-4","0.6","0.41","122.76","0.97","0.47"
"0","Esta cobardía","-6","0.69","0.45","113.03","0.4","0.38"
"0","One Love","-4","0.59","0.5","104.99","0.87","0.37"
"0","Eterna melodía","-6","0.72","0.93","121.82","0.74","0.36"
"0","Lady Lady","-7","0.79","0.86","94.98","0.48","0.35"
"0","El pistolero","-3","0.53","0.71","157.99","0.96","0.34"
"0","Piel de terciopelo","-9","0.82","0.97","144.33","0.86","0.34"
"0","Decídete","-5","0.61","0.77","135.61","0.9","0.34"
"1","Sildavia","-4.975","0.52","0.4","145.08","0.83","0.26"
"1","Sildavia","-5","0.52","0.4","145.08","0.83","0.26"
"0","Send me an Angel","-12","0.23","0.16","104.67","0.43","0.23"
"0","La colegiala","-6.58","0.45","0.97","204.47","0.58","0.21"
"0","Si tú los vieras","-7","0.38","0.2","77.34","0.57","0.21"
"0","Blue Jean","-5","0.6","0.81","172.02","0.81","0.2"
"0","Radio Ga Ga","-8","0.74","0.66","112.34","0.5","0.19"
"0","El hombre lobo","-3","0.63","0.96","112.51","0.98","0.19"
"0","Juegos de amor","-5","0.58","0.84","173.89","0.78","0.18"
"0","All of You","-9","0.51","0.21","126.27","0.3","0.14"
"0","Tentación","-7","0.63","0.31","103.9","0.55","0.14"
"0","Arturo","-9","0.63","0.13","123.1","0.57","0.13"
"0","Vuelve","-6","0.73","0.22","130.02","0.54","0.12"
"0","Union of the Snake","-13","0.46","0.31","135.4","0.18","0.1"
"0","Why?","-7","0.68","0.54","113.01","0.67","0.1"
"0","Noche de San Juan","-4","0.65","0.79","147.77","0.86","0.1"
"0","Ali Shuffle","-7","0.65","0.62","107.29","0.55","0.1"
"0","No me puedes dejar así","-5","0.54","0.66","137.75","0.72","0.1"
"0","Los ojos del gato","-11","0.64","0.81","100.68","0.73","0.1"
