label,song,loud,dance,energy,tempo,variance,live
"1","Silencio","-4.362","0.78","0.66","102.02","0.73","0.12"
"0","When the Stars Go Blue","-13.277","0.59","0.26","90.54","0.21","0.11"
"1","All Good Things (Come to an End)","-7.704","0.65","0.4","100.92","0.67","0.11"
"1","All Good Things (Come to an End)","-7.704","0.65","0.4","100.92","0.67","0.11"
"1","How to Save a Life","-4.08","0.64","0.36","122.04","0.74","0.1"
"0","Lucky","-8.966","0.79","0.86","116.05","0.81","0.1"
"0","Te entiendo","-3.572","0.72","0.63","104","0.8","0.1"
"0","Te entiendo","-3.572","0.72","0.63","104","0.8","0.1"
"1","Me enamora","-3.96","0.67","0.9","94.01","0.84","0.09"
"2","Las de la intuición","-7.075","0.73","0.6","130.03","0.73","0.09"
"0","Unwritten","-6.333","0.71","0.63","100.01","0.8","0.08"
"0","Te lo agradezco pero no","-5.959","0.76","0.72","149.92","0.7","0.07"
"1","Me muero","-11.85","0.7","0.41","134.2","0.4","0.07"
"0","Nada que perder","-2.352","0.55","0.78","154.1","0.9","0.05"
"1","Umbrella","-4.603","0.58","0.58","174.03","0.83","0.04"
"0","Otra vez","-4.193","0.54","0.43","129.79","0.67","0.84"
"0","Malabares","-7.424","0.5","0.84","105.92","0.89","0.43"
"1","Resurrección","-2.302","0.54","0.58","136.8","0.86","0.41"
"1","Déjame verte","-4.86","0.67","0.5","129.89","0.61","0.41"
"2","Hips Don't Lie","-5.892","0.78","0.76","100.02","0.82","0.41"
"0","Me voy","-4.503","0.71","0.52","99.96","0.87","0.39"
"0","Sorry","-6.923","0.7","0.86","144.02","0.63","0.29"
"0","Todo","-4.238","0.83","0.89","91.99","0.84","0.28"
"1","Volverá","-6.668","0.72","0.83","118.01","0.71","0.25"
"1","Volverá","-6.668","0.72","0.83","118.01","0.71","0.25"
"0","Por la boca vive el pez","-2.812","0.64","0.84","151.23","0.89","0.22"
"1","Let Me Out","-4.001","0.65","0.41","130","0.86","0.17"
"0","Let Me Out","-4.001","0.65","0.41","130","0.86","0.17"
"1","Rutinas","-5.447","0.47","0.35","171.63","0.72","0.13"
"1","La pared","-8.108","0.71","0.56","134.18","0.72","0.13"
"0","Dulce locura","-3.47","0.64","0.53","132.03","0.8","0.12"
"1","Marta Sebas Guille y los demás","-4.559","0.6","0.66","102.47","0.85","0.11"
"0","Muñeca de trapo","-3.285","0.56","0.36","94.98","0.78","0.11"
"0","Besos","-3.583","0.69","0.76","143.96","0.97","0.11"
"0","Besos","-3.583","0.69","0.76","143.96","0.97","0.11"
"0","Satellites","-4.53","0.64","0.1","122.04","0.83","0.09"
"0","Te busqué","-7.544","0.53","0.22","80.32","0.44","0.09"
"1","En qué estrella estará","-7.441","0.73","0.7","170.04","0.38","0.09"
"1","En qué estrella estará","-7.441","0.73","0.7","170.04","0.38","0.09"
"0","Nothing Else Matters","-11.218","0.55","0.16","142.35","0.36","0.08"
"1","Labios compartidos","-3.624","0.53","0.46","162.06","0.9","0.07"
"0","Labios compartidos","-3.624","0.53","0.46","162.06","0.9","0.07"
"2","Hung Up","-7.695","0.65","0.41","125.02","0.65","0.07"
"0","One","-3.112","0.79","0.79","94.97","0.9","0.05"
"0","One","-3.112","0.79","0.79","94.97","0.9","0.05"
"1","Zapatillas","-2.382","0.43","0.69","198.08","0.96","0.58"
"0","Don't Phunk with My Heart","-2.76","0.69","0.6","130.89","0.93","0.55"
"0","Sopa fría","-4.805","0.54","0.41","139.86","0.55","0.41"
"0","Princesas","-3.551","0.68","0.71","131.88","0.85","0.35"
"0","Nada fue un error","-6.784","0.62","0.85","138.5","0.82","0.31"
"0","Nada valgo sin tu amor","-4.581","0.6","0.39","76.98","0.64","0.28"
"0","No","-3.928","0.75","0.81","93.98","0.87","0.24"
"1","Con solo una sonrisa","-3.942","0.71","0.45","127.99","0.76","0.19"
"0","Volverte a ver","-6.196","0.75","0.53","92.04","0.85","0.17"
"1","Antes que ver el sol","-7.496","0.68","0.89","134.04","0.69","0.17"
"0","Let Me Show You (the Way)","-7.703","0.65","0.4","96.96","0.39","0.16"
"0","Caminando por la vida","-3.778","0.7","0.71","108.05","0.96","0.15"
"0","No me crees","-4.539","0.54","0.68","183.52","0.8","0.15"
"0","She Will Be Loved","-5.494","0.52","0.54","203.87","0.71","0.13"
"1","Es mi soledad","-6.955","0.74","0.47","130","0.53","0.13"
"2","La tortura","-5.367","0.74","0.81","100.01","0.78","0.12"
"0","Stand My Ground","-4.072","0.25","0.13","87.71","0.87","0.12"
"1","El universo sobre mí","-4.078","0.39","0.43","185.99","0.84","0.11"
"1","Vertigo","-9.87","0.77","0.37","108.05","0.29","0.1"
"1","Días de verano","-2.509","0.49","0.43","139.78","0.84","0.1"
"1","Días de verano","-2.509","0.49","0.43","139.78","0.84","0.1"
"1","You're Beautiful","-9.87","0.68","0.45","82","0.48","0.09"
"0","You're Beautiful","-9.87","0.68","0.45","82","0.48","0.09"
"0","Pokito a poko","-8.433","0.68","0.28","108.01","0.78","0.08"
"0","Have a Nice Day","-4.066","0.5","0.57","130.06","0.9","0.08"
"1","Nunca volverá","-3.172","0.39","0.55","183.9","0.88","0.07"
"0","Welcome to My Life","-4.535","0.42","0.49","173.26","0.86","0.07"
"2","La camisa negra","-4.419","0.75","0.97","97.01","0.73","0.06"
"0","Missing","-9.736","0.55","0.59","208.57","0.55","0.05"
"0","Te quise tanto","-4.154","0.69","0.92","135.94","0.94","0.78"
"0","Abre tu mente","-4.007","0.71","0.9","124.01","0.99","0.38"
"0","¿Por qué no ser amigos?","-2.752","0.41","0.67","169.96","0.98","0.36"
"0","¿Por qué no ser amigos?","-2.752","0.41","0.67","169.96","0.98","0.36"
"0","Hablando en plata","-5.105","0.59","0.68","149.52","0.8","0.36"
"0","Malo","-2.627","0.76","0.97","95.02","0.75","0.34"
"0","Malo","-2.627","0.76","0.97","95.02","0.75","0.34"
"0","Sick and Tired","-4.495","0.6","0.49","99.74","0.87","0.29"
"1","Nada valgo sin tu amor","-4.581","0.6","0.39","76.98","0.64","0.28"
"0","Nada valgo sin tu amor","-4.581","0.6","0.39","76.98","0.64","0.28"
"0","Shut Up","-3.804","0.58","0.62","128.04","0.87","0.26"
"0","Camina y ven","-3.859","0.62","0.58","130.05","0.93","0.25"
"0","Olvídate de mí","-5.181","0.46","0.19","133.81","0.52","0.22"
"0","Me Against the Music","-6.635","0.8","0.85","120.05","0.84","0.21"
"0","Hey ya!","-2.206","0.72","0.96","79.5","0.97","0.21"
"0","Me Myself and I","-6.524","0.76","0.38","112","0.67","0.16"
"0","Devuélveme el aire","-4.549","0.56","0.23","150.06","0.59","0.14"
"0","Ella","-4.953","0.73","0.58","181.76","0.8","0.13"
"0","Ella","-4.953","0.73","0.58","181.76","0.8","0.13"
"0","Dale Don dale","-6.471","0.83","0.81","95.03","0.85","0.13"
"0","Pastillas de freno","-6.15","0.59","0.6","111.81","0.61","0.13"
"2","Bulería","-4.359","0.61","0.73","124.79","0.91","0.13"
"2","Bulería","-4.359","0.61","0.73","124.79","0.91","0.13"
"0","Y en tu ventana","-5.671","0.68","0.72","130.32","0.66","0.12"
"0","Escucha atento","-4.886","0.56","0.33","163.7","0.76","0.12"
"0","Tardes negras","-4.365","0.61","0.41","136.04","0.64","0.11"
"0","Para que no se duerman mis sentidos","-6.08","0.65","0.54","88.04","0.7","0.11"
"0","Summer Sunshine","-6.56","0.73","0.77","121.52","0.61","0.11"
"0","Valió la pena","-6.496","0.69","0.62","97.68","0.66","0.11"
"0","Everybody's Changing","-3.521","0.52","0.42","94.02","0.84","0.11"
"0","In the Shadows","-11.014","0.47","0.33","125.34","0.21","0.11"
"0","Cuanto antes","-7.578","0.54","0.33","121.92","0.6","0.11"
"0","Duele el amor","-5.851","0.61","0.65","142.04","0.68","0.1"
"0","Vertigo","-9.87","0.77","0.37","108.05","0.29","0.1"
"0","Vertigo","-9.87","0.77","0.37","108.05","0.29","0.1"
"0","Miro la vida pasar","-6.948","0.67","0.38","130","0.87","0.1"
"0","Fuente de energía","-6.558","0.71","0.69","100.15","0.89","0.1"
"0","La costa del silencio","-7.021","0.5","0.67","133.92","0.89","0.09"
"1","Left Outside Alone","-3.567","0.66","0.33","102.85","0.75","0.09"
"2","Left Outside Alone","-3.567","0.66","0.33","102.85","0.75","0.09"
"0","Precisamente ahora","-4.229","0.52","0.39","140.24","0.67","0.09"
"0","Con la luna llena","-6.516","0.68","0.67","163.94","0.86","0.09"
"0","Antes muerta que sencilla","-5.182","0.76","0.96","160.02","0.91","0.09"
"0","Ya nada volverá a ser como antes","-4.577","0.64","0.92","132.03","0.78","0.08"
"0","Oye el boom","-4.397","0.58","0.46","194.01","0.95","0.07"
"0","Quiero ser","-3.507","0.59","0.45","134.02","0.72","0.07"
"0","Insoportable","-4.142","0.62","0.43","131.02","0.76","0.06"
"0","Obsesión","-6.912","0.8","0.77","133.68","0.56","0.06"
"0","Maria Caipirinha","-5.558","0.85","0.93","134.04","0.93","0.06"
"0","Dragostea din tei","-3.947","0.81","0.67","130.1","0.97","0.06"
"1","Dragostea din tei","-3.947","0.81","0.67","130.1","0.97","0.06"
"0","Tequila","-2.325","0.46","0.87","151.71","0.97","0.05"
"0","Retorciendo palabras","-5.697","0.74","0.78","124.95","0.91","0.05"
"0","Son de amores","-5.411","0.68","0.69","81.94","0.84","0.61"
"0","La esencia de tu voz","-5.471","0.69","0.57","120.01","0.83","0.6"
"0","La fuerza de la vida","-4.105","0.33","0.21","129.75","0.69","0.49"
"0","Morenita","-4.045","0.6","0.36","125.94","0.98","0.39"
"0","En tu cruz me clavaste","-5.931","0.76","0.78","104.03","0.87","0.38"
"0","Lose Yourself","-4.554","0.7","0.06","171.39","0.73","0.36"
"0","Down","-4.407","0.66","0.66","97.98","0.68","0.36"
"0","Sk8er Boi","-4.417","0.49","0.48","149.94","0.9","0.36"
"0","Lucifer","-5.736","0.62","0.85","90.35","0.84","0.34"
"0","Devuélveme a mi chica","-5.062","0.59","0.42","172.37","0.95","0.33"
"0","Una emoción para siempre","-4.489","0.68","0.86","119.88","0.84","0.29"
"0","Bring Me to Life","-3.209","0.31","0.3","189.89","0.95","0.29"
"1","No es lo mismo","-5.84","0.67","0.86","80","0.8","0.26"
"0","No es lo mismo","-5.84","0.67","0.86","80","0.8","0.26"
"0","No es lo mismo","-5.84","0.67","0.86","80","0.8","0.26"
"0","Bonito","-6.057","0.53","0.53","126.34","0.74","0.25"
"0","Dilemma","-8.177","0.73","0.61","168.09","0.55","0.22"
"0","1 más 1 son 7","-1.433","0.65","0.88","136.12","0.97","0.22"
"0","Electrical Storm","-6.785","0.47","0.2","96.01","0.5","0.2"
"0","Going Under","-5.504","0.61","0.23","127.96","0.71","0.19"
"0","Sámbame","-5.498","0.68","0.76","100.01","0.89","0.17"
"0","Dime","-9.084","0.73","0.34","131.96","0.6","0.17"
"0","20 de January","-4.047","0.59","0.64","145.03","0.89","0.16"
"0","Bad Day","-4.013","0.6","0.52","140.05","0.79","0.15"
"0","No me llames iluso","-6.372","0.67","0.87","103.99","0.88","0.15"
"0","Tanto la quería","-5.718","0.68","0.57","144","0.76","0.14"
"0","Puedes contar conmigo","-4.843","0.65","0.56","144.95","0.89","0.13"
"0","Que corra el aire","-4.97","0.55","0.23","127.04","0.79","0.13"
"0","Déjame olvidarte","-4.158","0.63","0.74","159.98","0.82","0.12"
"0","No te escaparás","-6.306","0.59","0.9","148.02","0.88","0.11"
"0","Rosas","-5.008","0.78","0.54","107.01","0.69","0.11"
"0","Te necesito","-8.213","0.71","0.54","84.03","0.56","0.11"
"0","¡Grita!","-7.77","0.49","0.29","200.06","0.69","0.11"
"0","Rosa y espinas","-4.305","0.71","0.91","107.94","0.96","0.11"
"0","El viaje","-5.707","0.59","0.31","88.54","0.55","0.11"
"0","Devuélveme la vida","-6.803","0.63","0.22","80.88","0.47","0.1"
"0","Aunque no te pueda ver","-8.673","0.59","0.21","117.99","0.46","0.1"
"0","¡Ojú!","-5.26","0.78","0.73","99.6","0.71","0.1"
"0","Color esperanza","-6.698","0.61","0.77","100.94","0.86","0.09"
"0","Cada vez que estoy sin ti","-6.661","0.48","0.33","82.91","0.56","0.08"
"0","Bye Bye","-8.193","0.78","0.93","92.14","0.56","0.08"
"0","White Flag","-6.834","0.51","0.32","170.04","0.54","0.08"
"0","La madre de José","-2.84","0.63","0.95","101.02","0.94","0.07"
"0","Feel","-5.151","0.78","0.77","78.97","0.8","0.07"
"0","Crazy in Love","-6.596","0.65","0.68","99.17","0.77","0.07"
"0","Mi corazón","-3.476","0.66","0.62","110.05","0.94","0.07"
"0","I'm Gonna Getcha Good!","-3.821","0.72","0.94","123.99","0.81","0.06"
"0","The Game of Love","-3.236","0.59","0.67","119.82","0.93","0.06"
"1","Jaleo","-5.102","0.81","0.7","100.01","0.74","0.06"
"0","American Life","-2.385","0.67","0.52","100.02","0.91","0.06"
"0","Jenny from the Block","-5.448","0.85","0.96","100","0.77","0.06"
"0","Parando el tiempo","-6.777","0.64","0.66","156.11","0.85","0.05"
"0","Yin Yang","-4.929","0.7","0.83","99.18","0.94","0.04"
"0","Y sólo se me ocurre amarte","-6.039","0.68","0.77","145.97","0.84","0.97"
"0","Europe's living a celebration","-3.108","0.64","0.7","135.04","0.97","0.79"
"0","Atrévete","-5.951","0.83","0.88","87.99","0.88","0.78"
"0","Cuando tú vas","-5.555","0.7","0.67","136.04","0.84","0.55"
"0","Moi... Lolita","-7.473","0.68","0.51","107.97","0.81","0.42"
"0","Overprotected","-1.73","0.68","0.85","95.99","0.89","0.42"
"1","Mi música es tu voz","-5.892","0.39","0.42","80.62","0.71","0.41"
"1","Mi música es tu voz","-5.892","0.39","0.42","80.62","0.71","0.41"
"0","Hoy","-5.026","0.66","0.49","163.97","0.84","0.38"
"0","Torero","-3.462","0.7","0.96","136.05","0.97","0.33"
"1","Lloraré las penas","-5.336","0.74","0.86","110.11","0.96","0.32"
"0","Antihéroe","-3.422","0.53","0.76","130.98","0.94","0.3"
"0","Ave María","-4.452","0.73","0.81","132.04","0.93","0.28"
"0","La lista de la compra","-5.832","0.63","0.29","109.28","0.9","0.28"
"0","Cruel to Be Kind","-3.5","0.54","0.69","135.13","0.9","0.27"
"0","Te dejo Madrid","-5.062","0.74","0.93","131.03","0.68","0.26"
"0","Que la detengan","-6.502","0.74","0.68","126.01","0.95","0.25"
"0","Fallin'","-7.519","0.65","0.48","95.98","0.61","0.23"
"0","Lady Blue","-5.613","0.55","0.45","104.03","0.54","0.23"
"0","Baila (Sexy Thing)","-3.835","0.75","0.98","120.02","0.94","0.23"
"0","69 Punto G","-7.719","0.71","0.75","169.87","0.73","0.19"
"0","Es por ti","-6.061","0.72","0.87","129.96","0.75","0.19"
"0","A New Day Has Come","-9.869","0.44","0.06","119.48","0.33","0.19"
"0","Baila Casanova","-5.665","0.71","0.82","118.85","0.9","0.19"
"0","Ellas","-5.394","0.58","0.84","92.14","0.85","0.17"
"0","A Little Less Conversation","-9.386","0.59","0.58","115","0.94","0.16"
"0","Complicated","-3.306","0.68","0.5","90","0.82","0.16"
"0","Dígale","-7.928","0.56","0.32","129.98","0.45","0.13"
"0","Sin ti no soy nada","-3.92","0.69","0.56","122.1","0.87","0.13"
"0","Sin miedo a nada","-4.826","0.57","0.34","132.84","0.57","0.13"
"0","Destrangis in the night","-5.604","0.67","0.54","133.93","0.79","0.12"
"0","A gritos de esperanza","-7.998","0.58","0.46","105.41","0.53","0.12"
"0","Chihuahua","-11.646","0.69","0.37","66.58","0.13","0.11"
"0","Te necesito","-8.213","0.71","0.54","84.03","0.56","0.11"
"0","Soy yo","-9.733","0.67","0.3","120.02","0.65","0.11"
"0","All the Things She Said","-5.72","0.6","0.45","89.99","0.83","0.11"
"0","No te rindas","-6.241","0.66","0.75","130.07","0.82","0.1"
"0","Son sueños","-4.427","0.59","0.54","128.04","0.9","0.1"
"0","By the Way","-4.938","0.45","0.2","122.44","0.97","0.1"
"0","Dos hombres y un destino","-7.069","0.59","0.34","143.98","0.66","0.1"
"0","Ángel de amor","-4.254","0.61","0.72","129.81","0.8","0.1"
"0","A Dios le pido","-3.513","0.68","0.93","96.95","0.84","0.09"
"0","The Rising","-9.11","0.32","0.3","117.36","0.48","0.09"
"0","Te esperaré","-5.598","0.48","0.37","175.96","0.81","0.08"
"0","Toda la noche en la calle","-3.96","0.69","0.9","129.95","0.76","0.07"
"0","Chica de ayer","-4.337","0.67","0.68","127.3","0.85","0.07"
"0","Aserejé","-5.538","0.56","0.92","184.79","0.98","0.07"
"0","One Day in Your Life","-4.367","0.7","0.35","118.89","0.71","0.07"
"0","Perdona","-6.183","0.62","0.85","90","0.77","0.07"
"0","Sigo intentando","-6.638","0.62","0.65","129.77","0.57","0.05"
"0","Vino tinto","-3.215","0.69","0.8","92.48","0.94","0.03"
"0","No sé qué me das","-8.129","0.68","0.96","134.99","0.96","0.02"
"0","El alma al aire","-4.185","0.34","0.41","81.29","0.91","0.98"
"0","Y sin embargo","-6.633","0.63","0.47","84.45","0.69","0.86"
"0","Maggie despierta","-3.186","0.63","0.64","121.98","0.85","0.71"
"0","Carolina","-4.135","0.65","0.86","123.98","0.9","0.69"
"0","Love don't cost a thing","-5.115","0.79","0.69","97.58","0.84","0.47"
"0","Dos días en la vida","-7.958","0.75","0.48","110.05","0.71","0.43"
"0","Soledad","-4.464","0.62","0.67","196.06","0.89","0.37"
"0","Y yo sigo aquí","-7.193","0.77","0.9","126.02","0.96","0.31"
"0","No rompas mi corazón","-7.333","0.81","0.99","127","0.82","0.3"
"0","El salmón","-5.259","0.65","0.87","124.92","0.94","0.29"
"0","Original Prankster","-4.183","0.67","0.96","146.78","0.88","0.27"
"0","Eres un canalla","-5.176","0.37","0.78","189.8","0.91","0.26"
"0","Déjame","-4.448","0.84","0.87","92.99","0.78","0.23"
"0","Me gustas tú","-6.81","0.66","0.91","175.98","0.74","0.22"
"0","The Centre of the Heart","-5.95","0.63","0.72","103.06","0.9","0.19"
"0","Lady Marmalade","-2.838","0.65","0.72","109.96","0.8","0.17"
"0","Imitation of Life","-4.187","0.46","0.43","124.23","0.76","0.17"
"0","19-2000","-7.311","0.82","0.95","89.92","0.72","0.16"
"0","Yo quiero bailar","-6.11","0.69","0.73","117.97","0.74","0.15"
"0","Little L","-5.373","0.88","0.9","121.91","0.72","0.13"
"0","Gente","-4.915","0.54","0.29","103.81","0.68","0.13"
"0","Angel","-4.307","0.48","0.37","167.77","0.71","0.13"
"0","Pretending","-15.328","0.42","0.04","137.17","0.22","0.13"
"0","She Bangs","-4.782","0.34","0.67","144.74","0.98","0.12"
"0","Walking Away","-6.371","0.6","0.82","172.84","0.69","0.12"
"0","Ruido","-6.248","0.44","0.36","149.97","0.9","0.12"
"0","Analyse","-4.727","0.57","0.31","120.01","0.71","0.12"
"0","Can't Get You Out Of My Head","-7.516","0.77","0.96","126.01","0.56","0.12"
"0","King George","-5.723","0.45","0.46","105.14","0.87","0.11"
"0","Nada de ná'","-3.009","0.67","0.9","146.09","0.94","0.11"
"0","Toda","-7.86","0.67","0.35","80.08","0.5","0.11"
"1","La playa","-5.707","0.59","0.31","88.54","0.55","0.11"
"2","La playa","-5.707","0.59","0.31","88.54","0.55","0.11"
"0","Stan","-16.79","0.64","0.39","129.32","0.14","0.11"
"0","Nunca el tiempo es perdido","-5.652","0.74","0.85","129.94","0.87","0.1"
"0","One Wild Night","-4.52","0.55","0.52","142.56","0.88","0.1"
"0","Partiendo la pana","-4.893","0.53","0.61","130.9","0.69","0.1"
"0","Cacho a cacho","-8.682","0.46","0.84","79.61","0.84","0.09"
"0","You Rock My World","-2.53","0.82","0.95","95","0.77","0.09"
"0","¡Ay corazón!","-6.891","0.49","0.42","169.99","0.86","0.08"
"0","Don't Tell Me","-6.417","0.51","0.11","127.69","0.44","0.08"
"0","Prohibida","-3.935","0.72","0.73","93.97","0.88","0.07"
"0","Here with Me","-7.942","0.55","0.33","83.39","0.58","0.07"
"0","Out of Reach","-6.737","0.63","0.13","97.02","0.63","0.07"
"0","Cómo quieres que te quiera","-7.398","0.76","0.66","126.01","0.71","0.07"
"0","Estaciones","-10.288","0.72","0.41","102","0.56","0.07"
"0","Suerte","-6.976","0.69","0.51","106.92","0.73","0.06"
"0","De vuelta y vuelta","-10.559","0.63","0.37","94.96","0.33","0.06"
"0","Vive el verano","-8.349","0.75","0.97","124.02","0.82","0.06"
"0","Dile que la quiero","-8.135","0.69","0.77","104.95","0.88","0.05"
"0","Morenamía","-5.766","0.71","0.91","160.01","0.82","0.04"
"0","Cuando nadie me ve","-7.355","0.29","0.23","59.23","0.6","0.97"
"0","Se me olvidó otra vez","-4.855","0.7","0.83","103.19","0.93","0.95"
"0","Despierta","-3.186","0.63","0.64","121.98","0.85","0.71"
"0","Tú sigue así","-7.188","0.62","0.52","124.98","0.77","0.65"
"0","No me dejes de querer","-5.605","0.7","0.87","83.29","0.89","0.53"
"0","Rock DJ","-4.264","0.71","0.86","103.04","0.77","0.47"
"0","Pasarán","-5.294","0.44","0.69","155.13","0.86","0.38"
"0","Sex Bomb","-7.588","0.76","0.98","134.02","0.99","0.36"
"1","Oops!... I Did It Again","-5.444","0.75","0.89","95.05","0.83","0.36"
"0","Let's Get Loud","-4.81","0.82","0.91","130.99","0.94","0.35"
"0","Charla del pescado","-8.912","0.78","0.79","95.01","0.59","0.35"
"0","What a Girl Wants","-6.833","0.75","0.82","142.14","0.82","0.35"
"0","Life Is a Rollercoaster","-8.921","0.66","0.81","118.96","0.82","0.33"
"0","Move Your Body","-3.797","0.48","0.54","160.8","0.86","0.33"
"0","(You Drive Me) Crazy","-4.288","0.75","0.96","104","0.94","0.32"
"0","Maria Maria","-4.768","0.79","0.88","127.98","0.65","0.31"
"1","Como Camarón","-9.615","0.5","0.84","140.4","0.72","0.3"
"0","Breathless","-7.754","0.61","0.77","126.99","0.82","0.27"
"0","The Best of Me","-6.689","0.65","0.79","117.04","0.78","0.27"
"0","Fuego en el fuego","-5.539","0.6","0.67","154.69","0.74","0.24"
"0","Go Let It Out","-5.635","0.41","0.63","84.2","0.86","0.22"
"0","Quisiera ser","-5.516","0.55","0.66","95.01","0.76","0.21"
"0","Llamando a la tierra","-6.51","0.52","0.4","116.9","0.88","0.2"
"0","Beautiful day","-6.492","0.54","0.39","136.26","0.93","0.2"
"0","Cuídate","-4.627","0.66","0.54","141.01","0.8","0.17"
"0","La bomba","-5.18","0.9","0.89","100","0.92","0.16"
"0","Entre tú y mil mares","-4.159","0.61","0.26","110.99","0.74","0.16"
"0","Rayando el sol","-3.275","0.64","0.5","112.68","0.81","0.15"
"0","Entre el mar y una estrella","-8.146","0.58","0.59","88","0.69","0.15"
"2","Sobreviviré","-7.039","0.59","0.42","132.08","0.74","0.14"
"2","Sobreviviré","-7.039","0.59","0.42","132.08","0.74","0.14"
"0","Sueño su boca","-6.119","0.78","0.68","107.26","0.8","0.14"
"0","Quiero un camino","-4.965","0.64","0.96","126","0.88","0.14"
"0","That's the Way it Is","-5.424","0.63","0.58","93.04","0.89","0.12"
"0","Sentir","-13.384","0.75","0.97","97.12","0.42","0.12"
"0","If Only","-5.569","0.48","0.33","152.04","0.59","0.11"
"0","San Pedro","-3.267","0.45","0.6","129.05","0.92","0.11"
"0","Waiting For Tonight","-6.108","0.69","0.85","125.01","0.94","0.11"
"0","Radio","-6.593","0.26","0.1","180.04","0.44","0.11"
"0","The Bad Touch","-6.247","0.83","0.97","122.98","0.75","0.1"
"0","Music","-4.891","0.53","0.54","193.02","0.64","0.1"
"0","El pozo de Arán","-8.287","0.54","0.61","138.06","0.72","0.1"
"0","Ven conmigo (solamente tú)","-3.498","0.91","0.96","118.95","0.88","0.1"
"0","El cielo no entiende","-8.483","0.7","0.49","128.01","0.78","0.1"
"0","It's My Life","-17.024","0.47","0.38","94.42","0.2","0.1"
"0","París","-6.763","0.65","0.25","100","0.64","0.09"
"0","I Will Love Again","-8.031","0.64","0.47","126.98","0.76","0.09"
"0","Corazón espinado","-5.173","0.7","0.96","119.96","0.79","0.09"
"0","Ya no quiero tu querer","-7.514","0.68","0.92","93.98","0.9","0.09"
"0","Shape of my heart","-10.081","0.54","0.24","83.94","0.37","0.08"
"0","Bye Bye Bye","-8.193","0.78","0.93","92.14","0.56","0.08"
"0","Cartoon Heroes","-3.896","0.68","0.8","128.03","0.99","0.06"
"0","California","-9.484","0.58","0.61","147.13","0.51","0.06"
"0","O tú o ninguna","-8.353","0.25","0.19","72.83","0.59","0.94"
"0","Searchin' my Soul","-4.922","0.62","0.89","112.01","0.88","0.7"
"0","19 días y 500 noches","-6.485","0.57","0.55","86.47","0.9","0.69"
"1","Salomé","-5.745","0.76","0.91","92.96","0.7","0.44"
"0","Wait Here","-11.471","0.82","0.77","128.01","0.97","0.39"
"1","Mambo nº5 ","-7.164","0.72","0.89","174.01","0.95","0.34"
"0","Gente distinta","-3.621","0.57","0.66","99.94","0.96","0.32"
"0","Busindree Reel","-4.768","0.79","0.88","127.98","0.65","0.31"
"0","Wild Wild West","-6.735","0.65","0.37","140.04","0.83","0.31"
"0","Cherry Lee","-5.09","0.48","0.31","126.17","0.92","0.3"
"0","Te quiero igual","-6.927","0.69","0.7","120.01","0.73","0.3"
"0","Wish I Could Fly","-6.19","0.59","0.59","124.86","0.92","0.29"
"0","Sometimes","-10.106","0.64","0.67","110.38","0.81","0.28"
"0","Ciega sordomuda","-5.843","0.62","0.54","149.96","0.76","0.25"
"0","Agua","-9.642","0.75","0.38","124.01","0.37","0.19"
"0","Mania","-5.262","0.58","0.6","115.14","0.88","0.19"
"0","Canned Heat","-6.711","0.54","0.51","126.96","0.92","0.17"
"0","Happy Birthday","-7.842","0.67","0.81","76","0.45","0.16"
"1","I Want it That Way","-8.191","0.85","0.92","114.99","0.69","0.15"
"1","Livin' la vida loca","-5.83","0.69","0.48","99.04","0.69","0.15"
"0","Genie in a bottle","-6.945","0.63","0.91","175.82","0.8","0.14"
"0","... Baby One More Time","-5.964","0.48","0.47","126.02","0.86","0.13"
"0","Heartbreaker","-9.366","0.4","0.65","97.16","0.71","0.13"
"0","Bailamos","-18.54","0.65","0.77","80.39","0.24","0.13"
"0","La Lola","-4.393","0.73","0.87","151.99","0.79","0.12"
"0","Sweetest Thing","-9.62","0.44","0.12","125.31","0.39","0.12"
"0","Sad Eyes","-7.041","0.65","0.54","133.07","0.6","0.12"
"0","Big Big World","-3.137","0.66","0.52","125.99","0.94","0.12"
"0","Atrapados en la red","-6.816","0.75","0.95","135.78","0.84","0.11"
"0","When You Believe","-6.042","0.75","0.93","119.97","0.88","0.11"
"0","Despídete","-11.67","0.7","0.57","114.8","0.45","0.11"
"0","It's not Right but it's Okay","-7.636","0.6","0.16","107.96","0.58","0.11"
"0","Mi confianza","-9.87","0.74","0.36","104.07","0.34","0.11"
"0","Miénteme","-8.493","0.89","0.33","130.59","0.38","0.11"
"0","If You Had My Love","-7","0.68","0.81","94.02","0.63","0.11"
"0","You Gotta Be","-6.355","0.55","0.69","125.51","0.93","0.11"
"0","Can't Take My Eyes Off You","-11.345","0.64","0.55","112.05","0.81","0.11"
"0","Tender","-5.445","0.74","0.6","112.96","0.67","0.11"
"0","If You Could Read My Mind","-7.061","0.66","0.48","94.06","0.75","0.11"
"0","When You're Gone","-6.542","0.65","0.47","120.05","0.54","0.1"
"0","Maria","-26.399","0.34","0.09","76.98","0.02","0.1"
"0","Strong Enough","-5.576","0.39","0.51","96.98","0.76","0.09"
"0","Cuéntame al oído","-4.408","0.69","0.45","139.77","0.85","0.08"
"0","Rhythm Divine","-2.711","0.63","0.43","102.03","0.98","0.07"
"0","Pura sangre","-5.699","0.77","0.75","128.01","0.83","0.07"
"0","So Young","-4.761","0.52","0.69","108.01","0.93","0.07"
